EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000171102	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171103	757	810	1065	690	1307	767	685	396	162	621	647
ENSG00000171105	1223	1020	2138	1334	3040	1684	1557	870	362	1681	1570
ENSG00000171109	2461	2324	3438	2193	4283	2414	3411	1652	722	2220	2261
ENSG00000171115	0	0	0	0	0	0	1	0	0	3	0
ENSG00000171116	24	19	29	18	48	37	14	11	2	12	27
ENSG00000171119	321	344	523	347	602	314	234	149	49	284	256
ENSG00000171121	37	34	35	19	162	95	67	57	27	95	90
ENSG00000171124	4	1	7	5	7	4	1	1	1	4	15
ENSG00000171126	193	170	429	239	426	241	205	103	38	190	184
ENSG00000171130	4501	3976	5036	3355	9181	4661	4939	3822	1493	3939	4058
ENSG00000171132	369	321	617	392	670	369	253	152	74	301	324
ENSG00000171133	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171135	1928	1977	3132	2101	4346	2293	2333	1427	569	2351	2604
ENSG00000171136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171148	2989	3158	3773	2658	5879	3103	2885	2081	775	3408	3623
ENSG00000171150	749	722	861	587	1251	727	604	353	128	525	608
ENSG00000171155	706	842	926	662	1300	682	651	366	145	579	627
ENSG00000171159	2941	2838	2873	1858	3691	1932	1397	1320	461	1683	1815
ENSG00000171160	719	803	1589	997	1338	759	659	416	167	650	744
ENSG00000171161	414	389	629	331	884	435	336	238	102	353	353
ENSG00000171163	318	384	292	159	1150	523	276	313	119	486	549
ENSG00000171169	428	367	507	341	721	373	318	247	83	357	367
ENSG00000171174	72	78	158	85	113	78	69	35	9	76	66
ENSG00000171180	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171189	5	8	15	6	7	2	2	10	2	5	10
ENSG00000171195	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171199	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171201	0	0	0	0	2	0	0	0	0	0	0
ENSG00000171202	1268	1668	1500	935	2457	1455	1674	936	358	1158	1331
ENSG00000171204	2520	3800	2617	1689	4404	2750	2405	1268	500	1718	2156
ENSG00000171206	1155	884	1921	1271	2373	1125	1060	689	281	1184	1292
ENSG00000171208	1456	1264	3280	2257	5054	2806	2924	1594	657	2127	2455
ENSG00000171209	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171217	2	0	0	0	0	1	0	0	0	0	1
ENSG00000171219	334	314	500	302	899	428	311	237	78	400	447
ENSG00000171222	1808	2019	2357	1412	3481	1576	1786	1239	494	1565	1473
ENSG00000171223	473	463	530	364	739	418	181	106	51	327	338
ENSG00000171224	596	715	844	505	1073	522	577	383	128	609	608
ENSG00000171227	267	251	438	287	498	314	280	179	70	293	280
ENSG00000171234	3	3	0	0	5	2	0	3	0	3	2
ENSG00000171236	24	11	53	37	75	26	16	12	13	33	38
ENSG00000171241	788	715	1732	1147	1821	956	887	388	132	885	910
ENSG00000171243	63	65	83	54	111	80	89	42	23	115	96
ENSG00000171246	1851	1616	2519	1617	5087	2672	1071	838	331	1992	1997
ENSG00000171262	2331	2396	3553	2320	4168	2346	2295	1091	414	1901	1981
ENSG00000171291	14	17	11	6	40	20	12	6	3	22	18
ENSG00000171295	247	249	198	166	455	267	199	96	56	197	226
ENSG00000171298	2242	1999	4127	2647	5946	3055	1906	1555	555	3382	3388
ENSG00000171302	2878	2418	3824	2432	5704	2982	2762	1790	731	2661	2681
ENSG00000171303	9	10	8	7	25	9	2	8	2	14	20
ENSG00000171307	2256	2036	3263	2187	4491	2236	2127	1552	610	2045	2237
ENSG00000171310	619	505	988	734	1071	637	479	293	136	521	513
ENSG00000171311	1292	1542	2030	1530	2093	1121	922	685	231	1048	1207
ENSG00000171314	19516	19067	33691	22180	32418	16747	15564	9174	3726	14979	15240
ENSG00000171316	1614	1310	2369	1557	3342	1753	1277	752	309	1999	1994
ENSG00000171320	604	667	846	574	946	592	444	276	116	472	546
ENSG00000171345	1	3	3	1	4	3	1	0	0	1	1
ENSG00000171346	4	0	2	0	3	6	1	0	0	2	4
ENSG00000171357	128	116	120	94	268	125	94	93	32	109	129
ENSG00000171360	0	1	0	0	0	0	0	0	0	0	0
ENSG00000171365	1031	708	1722	1067	2166	1167	1195	605	233	1161	1120
ENSG00000171368	897	768	1343	918	1464	759	646	421	172	820	749
ENSG00000171385	104	48	412	303	265	131	103	62	27	134	130
ENSG00000171388	74	43	50	32	83	57	37	21	5	50	53
ENSG00000171396	1	0	0	0	1	0	0	0	0	0	0
ENSG00000171401	0	0	0	0	1	0	0	2	0	0	0
ENSG00000171402	0	0	2	0	0	1	2	0	0	0	0
ENSG00000171403	0	0	0	0	1	0	0	0	0	2	0
ENSG00000171405	0	0	0	0	0	4	0	0	0	0	6
ENSG00000171408	45	52	49	26	88	59	30	34	10	47	57
ENSG00000171421	1875	2401	2773	1772	2773	1532	1710	1230	521	1547	1679
ENSG00000171425	1034	1068	1603	1003	1965	1087	848	635	245	997	1058
ENSG00000171428	182	206	239	160	348	181	225	105	50	165	198
ENSG00000171431	1	0	3	1	2	1	2	2	0	1	0
ENSG00000171433	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171435	146	113	294	170	290	146	158	94	39	201	199
ENSG00000171443	477	421	489	319	538	302	198	145	50	207	236
ENSG00000171444	1890	1586	3130	2121	2593	1350	1343	831	352	1611	1612
ENSG00000171446	4	6	2	3	3	5	6	1	0	5	0
ENSG00000171448	1065	1147	977	605	2041	1148	908	557	249	865	1015
ENSG00000171450	83	78	140	101	144	83	86	65	19	79	92
ENSG00000171451	12	14	196	128	39	30	63	43	17	156	149
ENSG00000171453	1249	1329	1261	907	2730	1302	1122	606	256	1103	1243
ENSG00000171456	3301	2922	3980	2603	6720	3427	2557	1795	687	3426	3632
ENSG00000171459	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171462	182	128	120	76	397	173	142	101	46	137	118
ENSG00000171466	1481	1540	1443	969	2704	1449	1146	687	286	1250	1420
ENSG00000171467	2107	1741	2251	1570	5169	2787	2167	1434	521	1872	2122
ENSG00000171469	1212	1351	1610	1065	2821	1565	1190	736	297	1205	1296
ENSG00000171475	2644	2335	3070	1937	3786	2171	1633	1183	446	2185	2333
ENSG00000171476	235	291	313	171	414	230	217	125	46	159	219
ENSG00000171478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171481	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171483	0	1	2	0	0	0	0	0	0	0	0
ENSG00000171487	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171488	1016	840	2152	1294	2577	1460	1585	851	367	1153	1332
ENSG00000171489	2	1	0	1	7	8	3	1	0	2	4
ENSG00000171490	6627	6878	13725	9492	13181	7869	7334	4414	1902	7392	8223
ENSG00000171492	1475	1271	2893	1941	3187	1790	1766	1095	428	1522	1535
ENSG00000171495	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171496	0	0	5	0	2	0	0	1	0	0	0
ENSG00000171497	1952	2131	2778	1944	3119	1810	1625	998	401	1541	1540
ENSG00000171501	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171502	153	115	252	174	491	259	242	129	62	241	259
ENSG00000171503	1106	1199	1524	998	1542	854	829	499	208	882	895
ENSG00000171505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171509	1	0	2	0	2	1	1	0	0	0	0
ENSG00000171517	345	341	925	651	837	446	225	173	84	340	350
ENSG00000171522	9	16	68	48	40	19	28	30	13	40	36
ENSG00000171530	10174	13589	15465	10399	25869	16430	10940	6284	2726	9079	10667
ENSG00000171532	15	23	30	23	25	20	35	15	8	19	27
ENSG00000171533	131	142	234	171	360	191	168	149	43	164	144
ENSG00000171540	10	22	15	10	56	25	27	10	8	15	24
ENSG00000171551	618	420	1251	803	1456	763	690	443	199	600	638
ENSG00000171552	946	932	1248	847	1719	929	912	622	232	758	916
ENSG00000171557	0	0	3	4	3	1	0	0	0	0	2
ENSG00000171560	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171564	1	5	0	1	1	0	0	3	0	0	0
ENSG00000171566	2499	2517	3638	2343	4249	2297	2335	1241	497	2105	2314
ENSG00000171570	30	31	26	5	31	19	12	4	0	20	24
ENSG00000171574	563	508	732	503	980	504	454	272	110	513	482
ENSG00000171587	1	1	20	13	4	0	3	1	0	0	2
ENSG00000171595	0	1	2	0	3	1	0	0	1	0	1
ENSG00000171596	27	31	32	17	32	20	26	14	5	39	46
ENSG00000171603	4843	3942	6278	4297	9611	5157	4225	2943	1144	5764	5530
ENSG00000171604	1237	1103	1677	1136	2177	1101	1153	771	269	1309	1352
ENSG00000171606	1380	1440	2082	1388	3115	1679	1354	977	358	1627	1794
ENSG00000171608	793	752	1059	666	1200	606	431	312	127	738	717
ENSG00000171611	0	0	0	0	3	0	0	0	0	0	1
ENSG00000171612	2324	2591	2504	1676	4614	2488	2240	1325	513	2228	2742
ENSG00000171617	828	721	1153	686	2420	1239	576	331	130	649	639
ENSG00000171621	250	253	317	163	390	207	154	89	26	169	199
ENSG00000171631	1	0	5	8	14	4	0	4	0	1	11
ENSG00000171634	4751	3311	7089	4981	8450	4933	4017	2503	1018	5020	4908
ENSG00000171643	16	27	18	14	34	18	8	4	0	8	11
ENSG00000171649	280	219	490	319	734	322	350	263	90	408	433
ENSG00000171657	2	3	3	0	10	5	0	4	0	6	5
ENSG00000171658	21	23	18	5	14	12	17	13	3	20	17
ENSG00000171659	0	1	1	1	7	2	1	3	1	1	0
ENSG00000171680	379	365	456	295	1179	534	328	255	89	666	752
ENSG00000171681	3048	2582	4774	3173	5307	3074	2685	1625	690	2914	3026
ENSG00000171695	0	0	7	2	7	0	6	5	2	2	1
ENSG00000171700	701	724	1081	745	1498	692	683	490	194	737	703
ENSG00000171703	1109	1044	1184	760	2076	1085	680	649	250	1069	1105
ENSG00000171711	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171714	834	707	1626	1008	2024	1147	877	476	188	964	1011
ENSG00000171720	4476	4720	6150	4115	7548	3968	4820	3479	1275	4392	5016
ENSG00000171722	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171723	1123	1050	1796	1221	2154	1098	1044	602	244	1048	1142
ENSG00000171724	47	46	312	217	75	42	31	26	5	60	66
ENSG00000171729	341	261	454	275	628	313	299	217	95	344	344
ENSG00000171735	3352	3802	3613	2345	5168	3080	2165	1507	605	2631	2749
ENSG00000171747	3	3	2	1	8	5	3	0	1	2	6
ENSG00000171757	469	479	546	379	1292	698	668	386	175	514	591
ENSG00000171759	0	0	1	0	0	0	0	0	2	0	1
ENSG00000171763	532	512	695	395	1031	479	419	234	87	442	452
ENSG00000171766	29	43	13	10	132	53	32	24	6	17	17
ENSG00000171772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171773	14	12	16	13	24	8	16	15	4	16	21
ENSG00000171777	5	8	11	8	15	3	3	5	2	9	12
ENSG00000171786	8	11	17	10	13	9	10	1	1	13	13
ENSG00000171790	3	6	5	4	8	4	6	1	1	1	9
ENSG00000171791	378	291	663	423	788	450	411	221	80	326	304
ENSG00000171792	2023	1954	3364	2278	4420	2555	2204	1450	550	2032	2125
ENSG00000171793	8521	8483	9052	5847	12818	6549	8494	4730	1835	7346	7462
ENSG00000171794	32	22	40	36	46	44	38	25	17	36	26
ENSG00000171798	83	76	167	143	248	125	64	51	24	190	166
ENSG00000171804	1	2	2	7	1	2	1	0	1	0	2
ENSG00000171806	372	408	535	317	565	388	312	195	74	257	344
ENSG00000171811	29	14	61	54	104	62	44	27	11	29	40
ENSG00000171812	8	3	5	10	28	15	27	12	4	10	16
ENSG00000171813	484	387	806	478	989	431	293	193	76	406	393
ENSG00000171815	12	8	7	8	29	18	11	8	5	25	16
ENSG00000171817	139	180	147	96	267	142	94	50	20	98	139
ENSG00000171819	1	0	0	0	0	0	0	0	0	0	1
ENSG00000171823	857	715	1055	680	1819	757	651	453	192	710	728
ENSG00000171824	4543	4663	4897	3333	7699	4222	3383	2318	892	4845	4946
ENSG00000171827	360	402	432	328	602	321	232	183	66	266	319
ENSG00000171840	5	10	28	23	32	13	9	10	1	30	21
ENSG00000171843	1397	1401	1536	1058	2188	1206	1116	869	301	1073	1123
ENSG00000171847	17	15	8	14	23	10	12	16	2	18	25
ENSG00000171848	8057	8329	10196	6575	11726	6328	7687	4167	1583	6763	6441
ENSG00000171853	1766	1642	2303	1507	3077	1588	1477	1080	408	1523	1731
ENSG00000171855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171858	11651	19193	16622	11169	28203	16019	11194	6773	2959	11183	14502
ENSG00000171860	20	17	45	23	35	16	54	30	11	38	23
ENSG00000171861	1026	958	1636	1049	1618	787	756	380	178	833	854
ENSG00000171862	1996	1803	3757	2471	3749	2059	1986	1143	518	1658	1787
ENSG00000171863	48670	71649	79249	51573	83600	51127	46018	28752	11884	36976	43876
ENSG00000171864	0	3	0	0	3	3	0	0	0	4	10
ENSG00000171865	1097	988	1673	1155	2208	1193	1123	552	233	1181	1283
ENSG00000171867	1554	1360	2164	1392	3495	1785	2181	1233	531	1767	2008
ENSG00000171872	0	6	11	0	9	6	5	0	1	2	6
ENSG00000171873	1	4	0	7	0	2	4	0	0	0	3
ENSG00000171877	389	312	561	363	823	402	350	244	84	370	354
ENSG00000171885	80	71	149	112	156	108	77	37	12	108	114
ENSG00000171903	8	4	4	0	5	7	3	3	3	5	4
ENSG00000171914	588	444	1073	789	1287	697	535	361	142	780	614
ENSG00000171916	0	1	1	1	0	1	0	0	0	0	0
ENSG00000171928	1402	1446	1801	1179	2718	1551	1422	600	273	1341	1599
ENSG00000171931	7	14	14	4	12	10	6	3	0	18	11
ENSG00000171936	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171940	1225	1027	1760	1159	2105	1193	922	550	238	1218	1203
ENSG00000171942	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171943	2249	1983	2637	1721	3202	1932	1317	818	353	1623	1650
ENSG00000171944	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171951	8	15	28	30	47	31	16	19	9	7	7
ENSG00000171953	948	1030	1304	846	1602	862	709	542	208	924	1124
ENSG00000171954	24	26	97	45	20	27	21	9	1	43	19
ENSG00000171956	289	280	470	308	616	293	165	129	48	211	212
ENSG00000171960	2557	2854	2852	1916	3731	2191	2247	1351	577	2068	2211
ENSG00000171962	54	58	44	47	176	65	46	42	21	100	89
ENSG00000171970	268	292	301	231	397	219	213	138	58	241	262
ENSG00000171984	172	232	160	89	314	145	153	81	39	127	111
ENSG00000171987	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171988	1398	979	1695	1119	2694	1562	1107	715	318	1159	1205
ENSG00000171989	0	0	2	0	0	0	0	0	0	0	0
ENSG00000171992	155	131	372	218	206	130	86	46	12	132	127
ENSG00000171999	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172000	8	14	7	9	30	25	10	5	6	19	12
ENSG00000172005	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172006	243	234	312	174	472	221	188	105	30	220	247
ENSG00000172007	859	893	1048	616	1290	817	793	414	174	608	753
ENSG00000172009	3069	2921	3936	2569	6633	3055	2575	1696	697	3310	3284
ENSG00000172014	83	112	67	25	166	101	68	49	28	88	101
ENSG00000172016	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172020	373	460	918	647	1000	570	720	494	204	790	799
ENSG00000172023	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172031	253	224	392	259	488	248	334	270	106	202	229
ENSG00000172037	1420	1444	2566	1473	4438	2096	1498	1318	429	2230	2151
ENSG00000172046	2820	2457	3623	2295	6179	2855	2530	1766	696	3033	3163
ENSG00000172053	6842	7017	10668	7054	11164	5993	4848	3179	1288	5870	6180
ENSG00000172057	1128	1086	1629	908	2835	1486	1278	843	320	1456	1523
ENSG00000172058	35	87	65	46	129	92	29	38	22	31	46
ENSG00000172059	1075	812	1182	795	2197	1199	1023	696	247	1139	1078
ENSG00000172061	2	0	2	0	6	1	8	5	0	2	6
ENSG00000172062	115	121	125	89	313	188	58	65	28	156	138
ENSG00000172071	813	754	1263	791	2006	1106	865	570	214	766	822
ENSG00000172073	5	2	6	1	2	2	3	0	0	0	0
ENSG00000172081	712	629	849	614	1239	677	538	348	140	548	505
ENSG00000172086	417	396	726	462	935	566	593	344	162	322	420
ENSG00000172113	1035	1128	1504	878	2357	1236	1212	834	333	1112	1259
ENSG00000172115	13563	15889	17873	11235	21366	12532	13464	7072	2943	9927	11133
ENSG00000172116	0	0	0	0	0	0	0	0	0	0	1
ENSG00000172123	2	0	2	0	4	1	2	0	0	0	4
ENSG00000172137	1	1	6	6	2	2	2	0	1	3	6
ENSG00000172139	1	1	0	0	2	0	0	0	0	0	0
ENSG00000172146	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172148	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172150	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172155	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172159	116	88	87	67	128	75	67	30	9	56	66
ENSG00000172164	860	722	1435	1058	1558	931	810	491	182	866	896
ENSG00000172167	750	758	1368	883	1926	1179	839	439	177	1096	1217
ENSG00000172171	954	1180	1348	794	1696	1056	950	568	227	873	946
ENSG00000172172	2755	3479	3379	2355	4378	2606	2548	1333	521	2198	2639
ENSG00000172175	808	772	1326	870	1655	920	812	480	195	702	803
ENSG00000172179	0	1	0	0	0	0	0	0	0	2	0
ENSG00000172183	83	94	169	119	200	99	75	65	18	91	125
ENSG00000172186	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172188	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172197	296	254	320	205	699	389	226	104	55	270	289
ENSG00000172199	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172201	2646	2458	2838	1867	6073	3581	1396	683	263	1651	1738
ENSG00000172208	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172209	1	0	0	0	2	4	0	0	0	0	0
ENSG00000172215	1	0	0	0	1	0	0	0	0	2	0
ENSG00000172216	823	698	1334	865	1185	593	450	325	119	548	513
ENSG00000172232	4	8	6	2	25	8	3	8	4	9	20
ENSG00000172236	1	2	0	0	2	1	0	0	0	1	0
ENSG00000172238	17	33	18	9	26	15	11	2	0	11	9
ENSG00000172239	5450	4979	8433	5513	8795	5024	6471	3804	1523	5443	5859
ENSG00000172243	4	4	3	1	11	5	2	3	3	12	4
ENSG00000172244	987	1015	1287	822	1249	779	637	393	177	708	731
ENSG00000172247	16	26	34	28	79	36	22	13	4	18	31
ENSG00000172260	23	24	49	22	81	40	20	35	15	57	66
ENSG00000172262	1795	1697	2485	1548	3050	1679	1622	994	442	1510	1764
ENSG00000172264	104	77	182	108	216	133	125	52	16	108	125
ENSG00000172269	1208	1173	1692	1093	2577	1444	1331	933	370	1413	1455
ENSG00000172270	12624	11210	18204	11697	23416	11972	11147	8184	3128	11483	11051
ENSG00000172273	614	644	664	430	1552	713	601	443	135	723	725
ENSG00000172283	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172288	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172289	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172292	3490	2744	6202	4125	7223	4088	4455	2463	1022	3833	3868
ENSG00000172294	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172296	61	78	121	72	108	88	76	48	19	60	96
ENSG00000172297	3	3	0	0	7	2	1	2	0	3	2
ENSG00000172301	1811	2017	2292	1493	3986	2195	1877	1322	501	1743	1897
ENSG00000172315	837	930	1229	780	1759	978	957	570	240	717	762
ENSG00000172318	30	41	215	174	132	70	63	31	23	56	74
ENSG00000172320	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172322	1	0	0	0	1	0	0	0	0	0	0
ENSG00000172324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172331	2028	2266	2064	1298	3402	1923	1751	1054	411	1487	1512
ENSG00000172336	2183	2311	1952	1257	3508	1817	1878	1411	562	1665	1785
ENSG00000172339	686	750	968	640	1210	667	790	467	192	538	620
ENSG00000172340	1763	1751	3242	2171	2700	1582	1452	845	357	1736	1763
ENSG00000172342	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172345	179	188	184	111	395	208	127	102	42	143	159
ENSG00000172346	202	159	408	263	383	229	138	125	53	202	191
ENSG00000172348	538	527	770	545	937	538	568	334	138	488	434
ENSG00000172349	10	1	10	5	8	6	3	4	0	6	5
ENSG00000172350	122	134	145	86	422	194	99	69	32	178	165
ENSG00000172352	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172354	5600	5225	4923	3237	9246	4499	4662	3246	1296	4457	4519
ENSG00000172361	31	26	64	38	76	50	39	11	7	38	53
ENSG00000172362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172365	1	0	0	0	0	0	0	0	0	0	0
ENSG00000172366	857	981	1352	800	1699	784	664	515	187	827	903
ENSG00000172367	0	1	0	0	0	0	0	1	0	3	2
ENSG00000172375	681	696	787	528	1490	758	667	525	195	763	816
ENSG00000172377	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172379	1077	801	1972	1329	2671	1433	1697	1061	413	1282	1203
ENSG00000172380	4908	4656	7295	4915	7535	4543	4894	2639	1117	3974	4143
ENSG00000172382	79	121	173	116	300	165	94	78	31	115	133
ENSG00000172399	0	1	1	2	2	0	1	1	2	0	2
ENSG00000172403	57	36	71	49	101	65	42	40	14	51	52
ENSG00000172404	3	0	0	3	0	5	0	0	0	2	3
ENSG00000172409	695	662	829	595	1176	649	585	319	119	526	582
ENSG00000172410	0	0	0	1	1	0	0	0	0	1	0
ENSG00000172421	7	9	3	3	11	5	5	5	2	14	3
ENSG00000172425	10	4	13	6	15	16	10	15	1	12	16
ENSG00000172426	10	14	13	8	47	22	9	10	3	9	8
ENSG00000172428	2193	4153	3658	2016	8536	4515	4118	1777	754	3266	4865
ENSG00000172432	2800	3039	2613	1727	7404	3457	2898	2132	916	3393	3719
ENSG00000172456	183	228	310	184	343	191	215	115	41	186	181
ENSG00000172457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172458	84	83	123	73	214	106	127	76	23	69	95
ENSG00000172459	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172461	111	124	434	285	1087	713	770	500	197	849	1155
ENSG00000172464	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172465	1671	2342	2036	1253	2732	1679	1743	951	389	1332	1466
ENSG00000172466	7313	6189	10886	7208	15704	8623	7760	3852	1651	7064	7676
ENSG00000172468	2	0	0	0	3	3	1	0	0	3	0
ENSG00000172469	2204	2018	2869	1963	4822	2846	2675	1467	547	1917	2047
ENSG00000172476	104	59	80	58	248	145	91	77	25	132	127
ENSG00000172478	0	2	0	0	6	0	0	0	0	3	8
ENSG00000172482	0	2	0	5	10	0	0	0	1	0	2
ENSG00000172487	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172489	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172493	1721	1418	2324	1562	3230	1787	1535	930	362	1504	1747
ENSG00000172497	6	0	1	0	5	0	3	0	0	0	0
ENSG00000172500	2586	2683	3084	2119	4546	2440	2255	1687	707	2215	2405
ENSG00000172508	1	3	3	2	9	2	2	5	2	8	1
ENSG00000172519	0	0	3	0	1	0	0	0	0	0	0
ENSG00000172524	1	0	0	0	0	1	0	0	0	0	0
ENSG00000172530	434	378	622	411	1029	463	351	262	123	468	459
ENSG00000172531	6373	6543	6968	4527	10662	5513	5480	3652	1489	5226	5371
ENSG00000172534	7919	6502	10624	6884	17164	8384	8884	7240	2695	10129	9417
ENSG00000172538	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172543	1	1	3	0	1	2	0	0	2	1	2
ENSG00000172548	2	7	12	6	12	5	9	1	2	10	5
ENSG00000172551	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172554	36	42	79	57	93	56	32	10	3	33	41
ENSG00000172568	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172572	22	18	175	98	123	65	57	34	11	52	82
ENSG00000172575	129	153	263	201	371	173	175	84	26	134	164
ENSG00000172578	6	9	6	6	27	4	6	3	0	6	12
ENSG00000172586	2119	2468	2425	1550	3590	2079	1759	970	386	1597	1773
ENSG00000172590	1770	2023	2176	1489	3099	1675	1410	994	387	1695	1741
ENSG00000172594	230	261	218	164	472	279	229	146	64	188	221
ENSG00000172602	157	174	199	118	235	107	106	90	41	144	156
ENSG00000172613	909	887	857	601	2064	1001	783	641	263	995	1196
ENSG00000172638	40	56	19	13	270	103	19	38	9	62	83
ENSG00000172640	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172650	168	202	169	100	462	250	107	81	44	185	232
ENSG00000172661	1380	1229	2125	1397	2677	1522	1168	742	277	1391	1525
ENSG00000172663	602	667	629	405	1387	655	558	450	146	551	628
ENSG00000172667	1513	1336	1967	1288	2090	1405	2098	1149	477	1275	1395
ENSG00000172671	436	412	554	427	853	459	383	209	97	348	429
ENSG00000172673	0	1	3	0	2	0	0	0	0	0	1
ENSG00000172680	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172687	670	787	1080	646	1937	1161	835	488	185	995	1129
ENSG00000172689	3	3	2	0	12	10	3	3	2	5	8
ENSG00000172716	6016	6078	10823	6888	13532	7416	6598	3588	1389	6899	6793
ENSG00000172717	0	0	7	3	11	5	6	6	2	7	12
ENSG00000172724	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172725	2173	2010	2596	1753	3915	1943	1734	1233	415	1883	1892
ENSG00000172728	393	412	586	320	766	462	407	230	96	420	428
ENSG00000172731	816	751	1088	660	1448	706	494	349	151	632	613
ENSG00000172732	1287	1295	1125	726	2265	1158	1024	843	312	1258	1293
ENSG00000172733	114	121	155	122	325	167	149	123	45	195	183
ENSG00000172738	40	40	66	35	95	49	62	37	31	43	43
ENSG00000172742	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172746	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172748	133	181	114	85	335	169	79	57	8	163	189
ENSG00000172752	4	11	3	10	12	10	8	3	1	12	10
ENSG00000172757	19468	19745	21923	14533	31164	16214	17450	11564	4534	16250	15984
ENSG00000172765	865	756	858	654	1772	978	895	608	240	867	984
ENSG00000172766	562	585	722	468	1342	754	532	345	148	558	727
ENSG00000172769	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172771	21	31	38	14	81	50	28	13	11	46	48
ENSG00000172772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172775	1968	2089	3537	2387	4170	2394	2122	1571	562	2247	2420
ENSG00000172780	213	116	224	145	450	213	117	57	30	248	187
ENSG00000172782	1	4	4	4	15	1	8	0	0	6	8
ENSG00000172785	1538	1636	1376	952	3047	1632	1313	681	316	1538	1780
ENSG00000172789	82	101	82	54	131	49	66	54	14	63	70
